--------- beginning of /dev/log/system
05-04 10:22:43.218 E/ActivityManager(  985): START {cmp=com.xinhe.ocr/.two.activity.credit.reinput.apply.ReInputCustomerApplyBasicSecondActivity u=0} from pid 13198
05-04 10:23:47.070 E/ActivityManager(  985): START {cmp=com.xinhe.ocr/.two.activity.credit.reinput.apply.ReInputCustomerApplyBasicThirdActivity u=0} from pid 13198
05-04 10:24:36.252 E/ActivityManager(  985): START {cmp=com.xinhe.ocr/.two.activity.credit.reinput.apply.ReInputCustomerApplyLinkManActivity u=0} from pid 13198
05-04 10:26:04.229 E/ActivityManager(  985): START {cmp=com.xinhe.ocr/.two.activity.credit.reinput.apply.ReInputCustomerApplyCertificateActivity u=0} from pid 13198
05-04 10:26:17.599 E/ActivityManager(  985): START {cmp=com.xinhe.ocr/.two.activity.credit.reinput.apply.ReInputCustomerApplyOccupationActivity u=0} from pid 13198
--------- beginning of /dev/log/main
05-04 10:26:46.703 E/CoreDaemon( 3308): not Start Daemon in coredaemon
05-04 10:26:46.703 E/CoreDaemon( 3307): not Start Daemon in coredaemon
05-04 10:26:51.277 E/dalvikvm(13765): /system/app/OppoScratch.apk odex has stale dependencies
05-04 10:26:51.328 E/xxx     (13765): {"clientVer":"1.7.4c6f55a_150905","loginToken":"","model":"OPPO R7","osVersion":"V2.1","imei":"868979029233299"}
05-04 10:26:51.339 E/xx      (13765): Ext-System:2/OPPO R7/R7_11_150905/1.7.4c6f55a_150905/WIFI/868979029233299
05-04 10:26:51.347 E/xx      (13765): Ext-User:0/0
05-04 10:26:51.583 E/xxx     (13765): {"content":"","endTime":22,"loginToken":"","nextFetchIntervalMin":388,"qid":0,"resultCode":"1007","resultMsg":"无可用的问卷","startTime":8,"title":""}
05-04 10:26:51.974 E/RemoteViews( 2744): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.974 E/RemoteViews( 2744): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.975 E/RemoteViews( 2744): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.976 E/RemoteViews( 2744): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.976 E/RemoteViews( 2744): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.983 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.984 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.984 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.985 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.987 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.988 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.988 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.988 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.990 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.991 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.991 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.991 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.991 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.992 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.992 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.992 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.996 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.997 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.997 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.997 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.997 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.998 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.998 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:51.998 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.032 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.032 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.033 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.033 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.033 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.033 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.033 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.033 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.047 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.047 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.048 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.048 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.048 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.048 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.048 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:26:52.048 E/RemoteViews( 2070): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:01.980 E/RemoteViews( 2744): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:01.981 E/RemoteViews( 2744): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:01.982 E/RemoteViews( 2744): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:01.984 E/RemoteViews( 2744): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:01.984 E/RemoteViews( 2744): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:01.994 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:01.994 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:01.995 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:01.995 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:01.997 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:01.997 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:01.997 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:01.997 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:02.002 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:02.002 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:02.002 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
05-04 10:27:02.002 E/RemoteViews(  985): ANR Warning,RemoteViews can only be used once ,if not ,it may cause ANR in hosts such as Laucher,SystemUI. keys for search <ANR Exception MSG   History>
